(look-at arthur mel storage), success
(look-at arthur mel storage), success
(talk-to arthur mel storage), proximity error
(talk-to arthur mel storage), success
(pickup arthur basementbucket storage), success
(drop arthur basementbucket storage), success
(pickup arthur basementbucket storage), success
(give arthur basementbucket mel storage), success
(give mel basementexitkey arthur storage), success
(move-through-doorway arthur storage basement), success
(look-at arthur doorway toward storage basement), success
(look-at arthur doorway toward storage basement), success
(look-at arthur basementexit basement), success
(unlock-entrance arthur basementexitkey basementexit basement), success
(open arthur basementexit basement), success
(move-through-entrance arthur basement basementexit bar), success
(close arthur basemententrance bar), proximity error
(close arthur basemententrance bar), success
(pickup arthur shinykey bar), success
(talk-to arthur oscar bar), success
(talk-to arthur mel bar), proximity error
(talk-to arthur mel bar), success
(talk-to arthur mel bar), success
(move-through-entrance arthur bar barexit docks), failure
(move-through-entrance arthur bar barexit docks), failure
(talk-to arthur mel bar), success
(move-through-entrance arthur bar basemententrance basement), success
(move-through-doorway arthur basement storage), success
(move-through-doorway arthur storage basement), proximity error
(move-through-doorway arthur storage basement), success
(move-through-entrance arthur basement basementexit bar), success
(unlock-entrance arthur shinykey barexit bar), failure
(unlock-entrance arthur shinykey barexit bar), failure
(move-through-entrance arthur bar barexit docks), failure
(talk-to arthur oscar bar), success
(talk-to arthur oscar bar), success
(unlock-entrance arthur shinykey barexit bar), failure
(move-through-entrance arthur bar barexit docks), failure
(open arthur barexit bar), success
(move-through-entrance arthur bar barexit docks), success
(pickup arthur mushroom docks), proximity error
(pickup arthur mushroom docks), success
(move-through-doorway arthur docks junkyard), success
(look-at arthur mirror junkyard), success
(pickup arthur mirror junkyard), success
(talk-to arthur alli junkyard), success
(talk-to arthur alli junkyard), success
(move-through-doorway arthur junkyard docks), proximity error
(move-through-doorway arthur junkyard docks), success
(move-through-doorway arthur docks townarch), success
(talk-to arthur karina townarch), success
(talk-to arthur dorian townarch), success
(give dorian loveletter arthur townarch), success
(open arthur hutentrance townarch), success
(move-through-entrance arthur townarch hutentrance hut), success
(pickup arthur tastycupcake hut), success
(look-at arthur book hut), success
(talk-to arthur michael hut), success
(talk-to arthur michael hut), success
(pickup arthur book hut), proximity error
(pickup arthur book hut), success
(talk-to arthur michael hut), success
(look-at arthur michael hut), success
(talk-to arthur michael hut), success
(drop arthur book hut), success
(move-through-entrance arthur hut hutexit townarch), success
(open arthur forgeentrance townarch), success
(move-through-entrance arthur townarch forgeentrance forge), success
(pickup arthur knightsword forge), success
(talk-to arthur peter forge), success
(talk-to arthur matthias forge), success
(move-through-entrance arthur forge forgeexit townarch), success
(drop arthur shinykey townarch), success
(drop arthur mirror townarch), success
(drop arthur mushroom townarch), success
(move-through-doorway arthur townarch docks), success
(move-through-doorway arthur docks junkyard), success
(give arthur tastycupcake alli junkyard), success
(give alli ash arthur junkyard), success
(move-through-doorway arthur junkyard docks), success
(move-through-doorway arthur docks townarch), success
(move-through-door arthur townarch towngate townsquare), success
(talk-to arthur dave townsquare), success
(talk-to arthur frank townsquare), success
(move-through-door arthur townsquare towngate townarch), success
(move-through-doorway arthur townarch shinykey), failure
(pickup arthur shinykey townarch), proximity error
(pickup arthur shinykey townarch), success
(move-through-door arthur townarch towngate townsquare), success
(open arthur shopentrance townsquare), success
(move-through-entrance arthur townsquare shopentrance shop), success
(talk-to arthur giovanna shop), success
(move-through-entrance arthur shop shopexit townsquare), success
(open arthur bankentrance townsquare), failure
(move-through-door arthur townsquare towngate townarch), success
(move-through-entrance arthur townarch hutentrance hut), success
(pickup arthur hairtonic hut), success
(talk-to arthur michael hut), success
(move-through-entrance arthur hut hutexit townarch), success
(move-through-door arthur townarch towngate townsquare), success
(move-through-entrance arthur townsquare shopentrance shop), success
(give arthur hairtonic giovanna shop), success
(move-through-entrance arthur shop shopexit townsquare), success
(move-through-doorway arthur townsquare cliff), success
(open arthur mansionentrance cliff), success
(move-through-entrance arthur cliff mansionentrance mansion), success
(talk-to arthur jordan mansion), success
(give arthur loveletter jordan mansion), success
(talk-to arthur avery mansion), success
(talk-to arthur roger mansion), success
(move-through-entrance arthur mansion mansionexit cliff), success
(pickup arthur bouquet cliff), proximity error
(pickup arthur bouquet cliff), success
(move-through-doorway arthur cliff townsquare), proximity error
(move-through-doorway arthur cliff townsquare), proximity error
(move-through-doorway arthur cliff townsquare), success
(move-through-door arthur townsquare towngate townarch), success
(move-through-doorway arthur townarch karina), failure
(talk-to arthur karina townarch), success
(move-through-door arthur townarch towngate townsquare), success
(move-through-entrance arthur townsquare shopentrance shop), success
