(look-at arthur basementbucket storage), success
(look-at arthur basementbucket storage), success
(move-through-doorway arthur storage mel), failure
(look-at arthur mel storage), success
(look-at arthur mel storage), success
(look-at arthur basementbucket storage), success
(look-at arthur basementbucket storage), success
(pickup arthur basementbucket storage), success
(look-at arthur basementbucket storage), success
(look-at arthur basementbucket storage), success
(look-at arthur mel storage), success
(talk-to arthur mel storage), success
(look-at arthur mel storage), success
(talk-to arthur mel storage), success
(drop arthur basementbucket storage), success
(look-at arthur mel storage), success
(look-at arthur basementbucket storage), success
(look-at arthur basementbucket storage), success
(look-at arthur basementbucket storage), success
(look-at arthur basementbucket storage), success
(pickup arthur basementbucket storage), proximity error
(give arthur basementbucket mel storage), failure
(give arthur basementbucket mel storage), failure
(open arthur doorway toward basement storage), failure
(open arthur doorway toward basement storage), failure
(look-at arthur doorway toward basement storage), success
(look-at arthur doorway toward basement storage), success
(move-through-doorway arthur storage basement), success
(look-at arthur basementexit basement), success
(open arthur basementexit basement), failure
(pickup arthur basementexit basement), failure
(talk-to arthur basementexit basement), failure
(move-through-entrance arthur basement basementexit bar), failure
(drop arthur basementexit basement), failure
(pickup arthur basementexit basement), failure
(move-through-doorway arthur basement storage), success
(talk-to arthur mel storage), success
(pickup arthur basementbucket storage), proximity error
(pickup arthur basementbucket storage), proximity error
(pickup arthur basementbucket storage), proximity error
(pickup arthur basementbucket storage), success
(give arthur basementbucket mel storage), success
(give mel basementexitkey arthur storage), success
(move-through-doorway arthur storage basement), success
(unlock-entrance arthur basementexitkey basementexit basement), success
(talk-to arthur mel basement), success
(look-at arthur basementexit basement), success
(unlock-entrance arthur basementexitkey basementexit basement), success
(open arthur basementexit basement), success
(move-through-entrance arthur basement basementexit bar), success
(look-at arthur basemententrance bar), success
(close arthur basemententrance bar), success
(talk-to arthur oscar bar), success
(talk-to arthur oscar bar), success
(look-at arthur shinykey bar), success
(look-at arthur shinykey bar), success
(pickup arthur shinykey bar), success
(talk-to arthur oscar bar), success
(unlock-entrance arthur shinykey barexit bar), failure
(unlock-entrance arthur shinykey barexit bar), failure
(open arthur barexit bar), success
(look-at arthur barexit bar), success
(move-through-entrance arthur bar barexit docks), success
(look-at arthur mushroom docks), success
(pickup arthur mushroom docks), success
(move-through-doorway arthur docks townarch), success
(pickup arthur dorian townarch), failure
(talk-to arthur dorian townarch), success
(give dorian loveletter arthur townarch), success
(open arthur hutentrance townarch), success
(move-through-entrance arthur townarch hutentrance hut), success
(move-through-entrance arthur hut hutexit townarch), proximity error
(move-through-entrance arthur hut hutexit townarch), proximity error
(move-through-entrance arthur hut hutexit townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur doorway toward docks townarch), success
(move-through-doorway arthur townarch docks), success
(move-through-doorway arthur docks junkyard), success
(move-through-doorway arthur junkyard docks), success
(move-through-doorway arthur docks townarch), success
(look-at arthur forgeentrance townarch), success
(move-through-entrance arthur townarch forgeentrance forge), failure
(open arthur forgeentrance townarch), success
(move-through-entrance arthur townarch forgeentrance forge), success
(pickup arthur rope forge), success
(talk-to arthur matthias forge), success
(talk-to arthur peter forge), success
(move-through-entrance arthur forge forgeexit townarch), success
(talk-to arthur dorian townarch), proximity error
(talk-to arthur dorian townarch), success
(talk-to arthur dorian townarch), failure
(talk-to arthur dorian townarch), failure
(talk-to arthur dorian townarch), failure
(talk-to arthur dorian townarch), failure
(talk-to arthur dorian townarch), failure
(talk-to arthur dorian townarch), failure
(move-through-entrance arthur townarch forgeentrance forge), proximity error
(move-through-entrance arthur townarch forgeentrance forge), success
(talk-to arthur karina townarch), success
(talk-to arthur dorian townarch), success
(move-through-entrance arthur townarch forgeentrance forge), success
(pickup arthur knightsword forge), success
(talk-to arthur peter forge), success
(move-through-entrance arthur forge forgeexit townarch), success
, failure
, failure
, failure
, failure
(talk-to arthur karina townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(look-at arthur townsquare townarch), success
(open arthur townsquare townarch), failure
(open arthur doorway toward docks townarch), failure
(move-through-doorway arthur townarch docks), success
(move-through-doorway arthur docks junkyard), proximity error
(move-through-doorway arthur docks junkyard), success
(look-at arthur alli junkyard), success
(talk-to arthur alli junkyard), success
(talk-to arthur alli junkyard), success
(talk-to arthur alli junkyard), success
